river,year,month,ndvi
Nyakagunda,2020,6,0.6188
Nyakagunda,2020,7,0.512
Nyakagunda,2020,8,0.3879
Nyakagunda,2020,9,0.4083
Nyakagunda,2020,10,0.57605
Nyakagunda,2020,11,0.6707
Nyakagunda,2020,12,0.71465
Nyakagunda,2021,1,0.6857
Nyakagunda,2021,2,0.5691
Nyakagunda,2021,3,0.61985
Nyakagunda,2021,4,0.71175
Nyakagunda,2021,5,0.6472
Nyakagunda,2021,6,0.5681
Nyakagunda,2021,7,0.4053
Nyakagunda,2021,8,0.42855
Nyakagunda,2021,9,0.4328
Nyakagunda,2021,10,0.5105
Nyakagunda,2021,11,0.4394
Nyakagunda,2021,12,0.67145
Nyakagunda,2022,1,0.51885
Nyakagunda,2022,2,0.54835
Nyakagunda,2022,3,0.603
Nyakagunda,2022,4,0.6196
Nyakagunda,2022,5,0.6277
Nyakagunda,2022,6,0.51945
Nyakagunda,2022,7,0.3296
Nyakagunda,2022,8,0.3398
Nyakagunda,2022,9,0.3338
Nyakagunda,2022,10,0.4476
Nyakagunda,2022,11,0.5082
Nyakagunda,2022,12,0.6786
Nyakagunda,2023,1,0.68695
Nyakagunda,2023,2,0.5605
Nyakagunda,2023,3,0.61415
Nyakagunda,2023,4,0.72805
Nyakagunda,2023,5,0.68005
Nyakagunda,2023,6,0.51465
Nyakagunda,2023,7,0.4206
Nyakagunda,2023,8,0.37405
Nyakagunda,2023,9,0.5388
Nyakagunda,2023,10,0.5871
Nyakagunda,2023,11,0.65335
Nyakagunda,2023,12,0.67905
Nyakagunda,2024,1,0.53935
Nyakagunda,2024,2,0.56475
Nyakagunda,2024,3,0.6561
Nyakagunda,2024,4,0.76575
Nyakagunda,2024,5,0.6378
Nyakagunda,2024,6,0.459
Nyakagunda,2024,7,0.38595
Nyakagunda,2024,8,0.34835
Nyakagunda,2024,9,0.34565
Nyakagunda,2024,10,0.5117
Nyakagunda,2024,11,0.647
Nyakagunda,2024,12,0.65695
Nyakagunda,2025,1,0.6253
Nyakagunda,2025,2,0.6066
Nyakagunda,2025,3,0.66295
Nyakagunda,2025,4,0.70895
Nyakagunda,2025,5,0.65815
Nyakagunda,2025,6,0.5033
Nyakagunda,2025,7,0.3817
Nyakagunda,2025,8,0.4224
Nyakagunda,2025,9,0.4858
Nyakagunda,2025,10,0.571
Nyakagunda,2025,11,0.62695
Nyakagunda,2025,12,0.67625
