river,year,month,water_level,runoff,temp_max_observed,temp_min_observed,precip_observed,temp_source,precip_source,era5_grid,era5_t2m_mean,era5_t2m_min,era5_t2m_max,era5_tp_sum,era5_u10_mean,era5_v10_mean,era5_d2m_mean,era5_msl_mean,temp_max_imputed,temp_min_imputed,precip_bias_factor,precip_imputed,ndvi,water_level_imputed_v2,wl_imputed_v2,water_level_m
Kaburantwa,2012,10,0.7032258064516127,0.11,32.67096774193549,16.733000000000004,154.2,MPARAMBO,MPARAMBO,grid_m3.00_29.25,23.53070478494624,16.733000000000004,33.45992000000001,17.94624322706,0.4352950853533602,0.2844235619270833,13.09390888440862,101158.73619623655,False,True,2.207813552612297,False,0.6025857512913515,0.7032258064516127,False,770.6833333333334
Rusizi,2012,10,1.96,,30.28709677419356,19.548387096774192,172.7,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,24.646747822580664,17.778400000000033,32.93258000000003,22.44186404724,0.8990520150278225,0.3818842362690188,13.19076181451618,101128.60245967742,False,False,1.5043629271954442,False,0.5206751931507845,1.96,False,770.6833333333334
Nyengwe,2012,10,0.5274193548387096,3.01,29.345161290322583,18.835483870967742,68.39999999999999,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,24.081365698924746,20.9332,26.596400000000017,215.27171109752,0.538809397123387,0.1304876472755376,18.893488104838696,101088.87900537637,False,False,0.3658537084356579,False,0.4952726996913735,0.5274193548387096,False,770.6833333333334
Mulembwe,2012,10,1.4064516129032256,12.2,22.47419354838709,10.825806451612904,214.7,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.50,21.98180603494626,18.230920000000022,26.48330000000004,446.5637207436,-0.0486756390928763,0.3570278336020833,18.30608541666669,101171.92,False,False,0.3376177859350189,False,0.2986532010423825,1.4064516129032256,False,770.6833333333334
Nyakagunda,2012,11,0.5660000000000001,,31.29333333333333,14.40957000000003,72.69999999999999,MPARAMBO,MPARAMBO,grid_m2.75_29.00,20.692660277777804,14.40957000000003,28.17947000000004,61.7313388673,-0.7348039416327777,0.4382062274375,13.007313416666705,101318.45406944446,False,True,1.9960780806672505,False,0.571855676301016,0.5660000000000001,False,770.832
Buzimba,2012,11,0.3876666666666668,17.88,27.62333333333333,19.886666666666663,281.0999999999999,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,21.23974129166669,17.767179999999996,25.69674000000004,604.07137804868,-0.1960411917338889,0.6088198329746667,18.45326347222226,101268.18825694444,False,False,0.2550133648657899,False,0.109533361765841,0.3876666666666668,False,770.832
Mutimbuzi,2012,11,,21.22,28.98333333333333,19.39666666666666,56.7,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,23.14230759722227,16.440030000000036,30.78814,64.64338246374001,0.8086544457591667,0.1644065856804305,15.57734673611111,101222.9249375,False,False,1.5476478434872514,False,0.642325609638797,1.3932938502038432,True,770.832
Kaburantwa,2012,11,0.7500000000000002,0.08,31.29333333333333,15.794340000000034,72.69999999999999,MPARAMBO,MPARAMBO,grid_m3.00_29.25,22.227669777777805,15.794340000000034,30.072050000000047,56.1184885804,0.3141204830820833,0.2714975131434722,14.969311625000046,101249.14766666666,False,True,2.207813552612297,False,0.653569656796621,0.7500000000000002,False,770.832
Jiji,2012,11,0.621,,21.126666666666665,11.21,172.8,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.286670250000043,15.200770000000034,25.420200000000023,286.01169560984005,-0.365614488012625,0.1233773976251388,16.373584194444447,101391.63220138889,False,False,0.7469623692808592,False,0.311677540004192,0.621,False,770.832
Nyamagana,2012,11,0.9233333333333332,,31.29333333333333,15.794340000000034,72.69999999999999,MPARAMBO,MPARAMBO,grid_m3.00_29.25,22.227669777777805,15.794340000000034,30.072050000000047,56.1184885804,0.3141204830820833,0.2714975131434722,14.969311625000046,101249.14766666666,False,True,2.186850324850525,False,0.539669283356432,0.9233333333333332,False,770.832
Mpanda,2012,11,0.9923333333333332,8.65,20.126666666666665,12.549400000000048,203.40000000000003,RWEGURA,RWEGURA,grid_m3.00_29.50,18.317310458333395,12.549400000000048,25.650170000000003,372.1132261982,-0.5152550597327777,-0.4322107095326389,14.833821638888878,101406.23743055556,False,True,0.6181210600568109,False,0.622066527609646,0.9923333333333332,False,770.832
Rusizi,2012,11,2.01,,28.98333333333333,19.39666666666666,56.7,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,23.14230759722227,16.440030000000036,30.78814,64.64338246374001,0.8086544457591667,0.1644065856804305,15.57734673611111,101222.9249375,False,False,1.5043629271954442,False,0.567151364586912,2.01,False,770.832
Mulembwe,2012,11,1.6159999999999997,17.88,21.126666666666665,11.21,172.8,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.50,21.23974129166669,17.767179999999996,25.69674000000004,604.07137804868,-0.1960411917338889,0.6088198329746667,18.45326347222226,101268.18825694444,False,False,0.3376177859350189,False,0.160782285847639,1.6159999999999997,False,770.832
Nyengwe,2012,11,0.5760000000000001,9.95,27.62333333333333,19.886666666666663,281.0999999999999,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,22.99440143055557,19.89022,25.864700000000028,451.71189365912,0.1753278945880833,0.6192432821041667,19.2022489027778,101196.40545833336,False,False,0.3658537084356579,False,0.426842718881442,0.5760000000000001,False,770.832
Mpanda,2012,12,1.2664516129032255,13.96,20.40967741935484,12.507900000000006,242.8,RWEGURA,RWEGURA,grid_m3.00_29.50,18.590586854838705,12.507900000000006,25.338700000000017,293.11013231398,-0.326970070752957,-0.3219173594454301,14.540060362903262,101354.90606182796,False,True,0.6181210600568109,False,0.633357231889998,1.2664516129032255,False,770.936
Rusizi,2012,12,2.23,,28.874193548387098,19.48387096774193,246.00000000000003,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,24.105508037634426,18.310940000000016,31.207480000000032,200.4213339165,0.2169463644942204,0.2521976946373199,15.78678630376345,101178.38422715051,False,False,1.5043629271954442,False,0.5930991226164946,2.23,False,770.936
Buzimba,2012,12,0.3880645161290323,18.67,27.748387096774195,19.73870967741936,147.29999999999998,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,21.23031120967744,18.24093000000005,25.674860000000024,615.25392441708,-0.0619317948362903,0.6796813675611559,18.29305536290326,101235.72914650536,False,False,0.2550133648657899,False,0.3007116363342435,0.3880645161290323,False,770.936
Nyengwe,2012,12,0.629032258064516,14.05,27.748387096774195,19.73870967741936,147.29999999999998,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,22.96985763440864,20.889430000000004,25.49770000000001,382.44247386334,0.2247982431827957,0.6238781706935485,19.068611814516142,101162.9001814516,False,False,0.3658537084356579,False,0.5443480041293396,0.629032258064516,False,770.936
Nyakagunda,2012,12,0.5664516129032258,,30.296774193548387,14.978600000000029,135.49999999999997,MPARAMBO,MPARAMBO,grid_m2.75_29.00,21.07122344086025,14.978600000000029,28.66488000000004,49.0269663772,-0.5196088365040323,0.1051095326622311,12.824100604838748,101274.33449596772,False,True,1.9960780806672505,False,0.6918298565519325,0.5664516129032258,False,770.936
Mutimbuzi,2012,12,,22.27,28.874193548387098,19.48387096774193,246.00000000000003,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,24.105508037634426,18.310940000000016,31.207480000000032,200.4213339165,0.2169463644942204,0.2521976946373199,15.78678630376345,101178.38422715051,False,False,1.5476478434872514,False,0.6703674615388745,1.0323932610239552,True,770.936
Mulembwe,2012,12,1.7796774193548388,18.67,21.43225806451613,11.006451612903229,273.50000000000006,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.50,21.23031120967744,18.24093000000005,25.674860000000024,615.25392441708,-0.0619317948362903,0.6796813675611559,18.29305536290326,101235.72914650536,False,False,0.3376177859350189,False,0.3394402535720675,1.7796774193548388,False,770.936
Nyamagana,2012,12,0.9609677419354838,,30.296774193548387,17.27352000000002,135.49999999999997,MPARAMBO,MPARAMBO,grid_m3.00_29.25,23.38889522849462,17.27352000000002,32.37740000000002,96.11844999678,0.2512980021407258,0.2956402905372312,14.225100618279612,101194.9904032258,False,True,2.186850324850525,False,0.6119182199947955,0.9609677419354838,False,770.936
Jiji,2012,12,0.7348387096774194,,21.43225806451613,11.006451612903229,273.50000000000006,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.20645877688173,14.757900000000006,25.278380000000027,297.88517945438,-0.1464608924422043,0.2471416217919355,16.219057271505392,101352.1137298387,False,False,0.7469623692808592,False,0.6059510739888074,0.7348387096774194,False,770.936
Kaburantwa,2012,12,0.7880645161290323,0.75,30.296774193548387,17.27352000000002,135.49999999999997,MPARAMBO,MPARAMBO,grid_m3.00_29.25,23.38889522849462,17.27352000000002,32.37740000000002,96.11844999678,0.2512980021407258,0.2956402905372312,14.225100618279612,101194.9904032258,False,True,2.207813552612297,False,0.708475100171153,0.7880645161290323,False,770.936
Nyengwe,2013,1,0.7267741935483871,12.29,28.974193548387102,20.37741935483871,58.2,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,23.780916948924755,20.86917,27.23275000000001,346.43030170502,0.2645334218973118,0.4309500220248656,19.66562715053766,101213.72784946236,False,False,0.3658537084356579,False,0.516033240226646,0.7267741935483871,False,771.091
Mulembwe,2013,1,1.976451612903226,20.01,22.88064516129032,11.57741935483871,100.8,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.50,22.11218614247315,18.865260000000035,26.84872000000001,520.4815864110201,0.0063796513428763,0.5300671766518817,18.82121775537638,101291.77845430108,False,False,0.3376177859350189,False,0.41463249852186,1.976451612903226,False,771.091
Buzimba,2013,1,0.3958064516129033,20.01,28.974193548387102,20.37741935483871,58.2,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,22.11218614247315,18.865260000000035,26.84872000000001,520.4815864110201,0.0063796513428763,0.5300671766518817,18.82121775537638,101291.77845430108,False,False,0.2550133648657899,False,0.3589220064066429,0.3958064516129033,False,771.091
Rusizi,2013,1,2.28,,30.51612903225807,20.529032258064515,91.6,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,24.38698100806453,17.059780000000046,32.7756,52.79302605008,0.1655028967495967,0.1480369764362903,16.855993642473152,101233.4808736559,False,False,1.5043629271954442,False,0.6051700571647115,2.28,False,771.091
Jiji,2013,1,0.8893548387096775,,22.88064516129032,11.57741935483871,100.8,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,20.321026733871008,15.622280000000046,27.6866,295.2518461805,0.006300894369086,0.2839655519196236,16.726627661290365,101407.9133266129,False,False,0.7469623692808592,False,0.6888232945810899,0.8893548387096775,False,771.091
Mpanda,2013,1,1.3258064516129031,5.31,21.812903225806448,11.261290322580642,215.2,RWEGURA,RWEGURA,grid_m3.00_29.50,19.66043432795703,13.196500000000016,28.4581,274.7602458088,-0.0561794147407258,-0.3776345404915323,14.78305322580644,101408.70315860216,False,False,0.6181210600568109,False,0.69723273209796,1.3258064516129031,False,771.091
Kaburantwa,2013,1,0.8690322580645159,0.26,31.874193548387105,15.92697000000004,84.59999999999998,MPARAMBO,MPARAMBO,grid_m3.00_29.25,23.853492150537647,15.92697000000004,32.65450000000004,22.49908458108,0.3540910284596774,0.2450329974059139,15.09247908602157,101250.83703629032,False,True,2.207813552612297,False,0.691994645960947,0.8690322580645159,False,771.091
Mutimbuzi,2013,1,,12.59,30.51612903225807,20.529032258064515,91.6,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,24.38698100806453,17.059780000000046,32.7756,52.79302605008,0.1655028967495967,0.1480369764362903,16.855993642473152,101233.4808736559,False,False,1.5476478434872514,False,0.6266163977381161,1.629761502283337,True,771.091
Nyamagana,2013,1,0.9706451612903224,,31.874193548387105,15.92697000000004,84.59999999999998,MPARAMBO,MPARAMBO,grid_m3.00_29.25,23.853492150537647,15.92697000000004,32.65450000000004,22.49908458108,0.3540910284596774,0.2450329974059139,15.09247908602157,101250.83703629032,False,True,2.186850324850525,False,0.643743892585414,0.9706451612903224,False,771.091
Nyakagunda,2013,1,0.5351612903225808,,31.874193548387105,15.307460000000049,84.59999999999998,MPARAMBO,MPARAMBO,grid_m2.75_29.00,21.971057715053742,15.307460000000049,31.162320000000022,35.936832413880005,-0.3768856909913978,-0.0487915578898494,12.995531720430108,101332.83082661292,False,True,1.9960780806672505,False,0.7118067412001206,0.5351612903225808,False,771.091
Nyakagunda,2013,2,0.4742857142857146,,31.68928571428572,14.8442,51.00000000000001,MPARAMBO,MPARAMBO,grid_m2.75_29.00,22.048455238095244,14.8442,31.29684000000003,38.58757010944,-0.7095616208403274,0.1350336758720238,11.654053973214332,101210.95061755952,False,True,1.9960780806672505,False,0.6371420150145015,0.4742857142857146,False,771.033
Rusizi,2013,2,2.25,,30.43214285714286,19.87857142857144,66.0,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,24.83272200892856,17.916440000000023,33.36703,2.69365310638,0.5770870838616071,0.3970605077038095,15.24416287202382,101107.57657738094,False,False,1.5043629271954442,False,0.604598610625672,2.25,False,771.033
Nyengwe,2013,2,0.6892857142857143,7.23,29.39642857142857,20.235714285714288,75.9,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,24.02594196428572,21.45474000000001,26.94494000000003,236.17362931408,0.1954822076241071,0.709636074591369,19.722105416666693,101112.67904761904,False,False,0.3658537084356579,False,0.6114717416171209,0.6892857142857143,False,771.033
Buzimba,2013,2,0.3892857142857145,12.49,29.39642857142857,20.235714285714288,75.9,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,22.173295386904783,18.841760000000026,27.43127000000004,388.6733047927,-0.1206566494723214,0.7697716892002976,18.67538184523812,101190.92850446427,False,False,0.2550133648657899,False,0.4463616740887844,0.3892857142857145,False,771.033
Jiji,2013,2,0.875357142857143,,22.86785714285714,10.357142857142856,162.49999999999997,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,20.155967351190498,15.382780000000023,26.38050000000004,179.53062049791998,-0.2063572743422619,0.3134437965849405,16.281321235119094,101310.63569940475,False,False,0.7469623692808592,False,0.7499718059037815,0.875357142857143,False,771.033
Kaburantwa,2013,2,0.8267857142857142,0.24,31.68928571428572,16.875699999999995,51.00000000000001,MPARAMBO,MPARAMBO,grid_m3.00_29.25,24.661207247023867,16.875699999999995,34.01950000000005,2.27022173026,0.3604137336261904,0.4670518454130952,13.134744047619051,101122.81539434523,False,True,2.207813552612297,False,0.6674993449158835,0.8267857142857142,False,771.033
Mutimbuzi,2013,2,,9.77,30.43214285714286,19.87857142857144,66.0,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,24.83272200892856,17.916440000000023,33.36703,2.69365310638,0.5770870838616071,0.3970605077038095,15.24416287202382,101107.57657738094,False,False,1.5476478434872514,False,0.6647658003529324,1.7288669415632718,True,771.033
Nyamagana,2013,2,0.9503571428571428,,31.68928571428572,16.875699999999995,51.00000000000001,MPARAMBO,MPARAMBO,grid_m3.00_29.25,24.661207247023867,16.875699999999995,34.01950000000005,2.27022173026,0.3604137336261904,0.4670518454130952,13.134744047619051,101122.81539434523,False,True,2.186850324850525,False,0.5881572983308645,0.9503571428571428,False,771.033
Mulembwe,2013,2,1.9175,12.49,22.86785714285714,10.357142857142856,162.49999999999997,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.50,22.173295386904783,18.841760000000026,27.43127000000004,388.6733047927,-0.1206566494723214,0.7697716892002976,18.67538184523812,101190.92850446427,False,False,0.3376177859350189,False,0.4717610518240005,1.9175,False,771.033
Mpanda,2013,2,1.0028571428571431,4.05,22.41071428571429,11.55714285714286,101.0,RWEGURA,RWEGURA,grid_m3.00_29.50,19.517835758928584,13.07650000000001,27.412260000000003,148.68259406632,-0.4390131164880952,-0.3920048985936011,13.919429598214322,101293.01835565476,False,False,0.6181210600568109,False,0.658421100139729,1.0028571428571431,False,771.033
Nyamagana,2013,3,1.1070967741935485,,31.467741935483872,18.403225806451616,250.5,MPARAMBO,MPARAMBO,grid_m3.00_29.25,22.598913508064527,16.883170000000007,31.91143,98.47545626026,0.1490643617923387,0.4056116323813172,15.4481314919355,101239.449375,False,False,2.186850324850525,False,0.5909128831030654,1.1070967741935485,False,771.132
Nyakagunda,2013,3,0.6077419354838712,,31.467741935483872,18.403225806451616,250.5,MPARAMBO,MPARAMBO,grid_m2.75_29.00,21.044475483871,16.210720000000038,29.41730000000001,74.69892480168,-0.789275692578629,0.5070546886744624,13.042054502688188,101307.38317876344,False,False,1.9960780806672505,False,0.598110548067261,0.6077419354838712,False,771.132
Mulembwe,2013,3,1.8958064516129032,17.12,21.951612903225808,11.4741935483871,212.8,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.50,21.561147674731217,18.73995000000002,26.081080000000043,717.3008903039,-0.0701739192676613,0.6739668093215053,18.821747553763487,101272.64157930108,False,False,0.3376177859350189,False,0.394622206805809,1.8958064516129032,False,771.132
Jiji,2013,3,0.7983870967741936,,21.951612903225808,11.4741935483871,212.8,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.493053682795733,15.638450000000034,25.16567000000004,323.03333256242,-0.364180923560758,0.4462164187408602,16.989829153225855,101400.02665994623,False,False,0.7469623692808592,False,0.61157232198237,0.7983870967741936,False,771.132
Rusizi,2013,3,2.42,,30.20645161290323,20.187096774193552,85.9,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,23.70861899193551,18.42810000000003,32.03448000000003,135.51616656634,0.4822139313452956,0.3786432828916935,16.455159153225793,101211.48936155911,False,False,1.5043629271954442,False,0.5696012851328275,2.42,False,771.132
Mutimbuzi,2013,3,,16.98,30.20645161290323,20.187096774193552,85.9,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,23.70861899193551,18.42810000000003,32.03448000000003,135.51616656634,0.4822139313452956,0.3786432828916935,16.455159153225793,101211.48936155911,False,False,1.5476478434872514,False,0.6385406671425999,1.5947758541826254,True,771.132
Kaburantwa,2013,3,0.9561290322580646,0.28,31.467741935483872,18.403225806451616,250.5,MPARAMBO,MPARAMBO,grid_m3.00_29.25,22.598913508064527,16.883170000000007,31.91143,98.47545626026,0.1490643617923387,0.4056116323813172,15.4481314919355,101239.449375,False,False,2.207813552612297,False,0.6569317809221804,0.9561290322580646,False,771.132
Mpanda,2013,3,1.1700000000000004,8.07,20.835483870967742,11.629032258064518,312.4,RWEGURA,RWEGURA,grid_m3.00_29.50,18.58241181451615,14.152700000000038,26.47980000000001,481.1658844351,-0.3465647336459677,-0.0601325501802419,15.416548387096782,101399.10932123657,False,False,0.6181210600568109,False,0.6428535426176055,1.1700000000000004,False,771.132
Nyengwe,2013,3,0.7590322580645161,10.83,28.43870967741936,20.25483870967742,276.8,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,23.255753938172063,20.836760000000027,26.577170000000024,622.8408820766,0.2235640058100806,0.5462051304525538,19.812693844086027,101199.24742607526,False,False,0.3658537084356579,False,0.5581000112726284,0.7590322580645161,False,771.132
Buzimba,2013,3,0.3880645161290325,17.12,28.43870967741936,20.25483870967742,276.8,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,21.561147674731217,18.73995000000002,26.081080000000043,717.3008903039,-0.0701739192676613,0.6739668093215053,18.821747553763487,101272.64157930108,False,False,0.2550133648657899,False,0.415800714795873,0.3880645161290325,False,771.132
Nyakagunda,2013,4,0.6243333333333333,,30.31666666666668,19.1375,112.0,MPARAMBO,MPARAMBO,grid_m2.75_29.00,20.23571573611116,14.821799999999996,27.925160000000005,78.51505290452,-0.8267189656171389,0.4291075382030556,14.67559523611112,101396.5353611111,False,False,1.9960780806672505,False,0.724473400443609,0.6243333333333333,False,771.4165
Nyamagana,2013,4,1.1446666666666667,,30.31666666666668,19.1375,112.0,MPARAMBO,MPARAMBO,grid_m3.00_29.25,21.78608188888893,15.46237000000002,29.48547000000002,109.00640459968,0.0852235791244444,0.2397954728833333,16.710710750000032,101328.70984027776,False,False,2.186850324850525,False,0.651063670299178,1.1446666666666667,False,771.4165
Kaburantwa,2013,4,1.1626666666666663,0.24,30.31666666666668,19.1375,112.0,MPARAMBO,MPARAMBO,grid_m3.00_29.25,21.78608188888893,15.46237000000002,29.48547000000002,109.00640459968,0.0852235791244444,0.2397954728833333,16.710710750000032,101328.70984027776,False,False,2.207813552612297,False,0.7169515353844925,1.1626666666666663,False,771.4165
Nyengwe,2013,4,0.8143333333333334,13.83,28.18,20.35,133.7,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,22.948828819444486,20.776400000000024,25.614040000000045,484.55095319616,0.352221192438,0.3721061288970833,19.749005125000053,101268.61347916668,False,False,0.3658537084356579,False,0.604194863357253,0.8143333333333334,False,771.4165
Rusizi,2013,4,2.67,,29.833333333333336,20.576666666666664,113.4,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,23.46178443055556,17.28340000000003,30.706170000000043,98.54698220924,0.3973451602899444,0.2623106639511111,17.52460497222222,101295.24907638888,False,False,1.5043629271954442,False,0.587819850135758,2.67,False,771.4165
Mulembwe,2013,4,2.504,16.12,21.396666666666665,11.77,218.6,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.50,21.3293462777778,18.677200000000028,25.25918000000001,506.38103480072,-0.0811772448695833,0.4483702336246944,18.89107319444446,101342.19924305555,False,False,0.3376177859350189,False,0.408474025056975,2.504,False,771.4165
Buzimba,2013,4,0.4986666666666668,16.12,28.18,20.35,133.7,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,21.3293462777778,18.677200000000028,25.25918000000001,506.38103480072,-0.0811772448695833,0.4483702336246944,18.89107319444446,101342.19924305555,False,False,0.2550133648657899,False,0.4122778507781925,0.4986666666666668,False,771.4165
Mutimbuzi,2013,4,,23.7,29.833333333333336,20.576666666666664,113.4,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,23.46178443055556,17.28340000000003,30.706170000000043,98.54698220924,0.3973451602899444,0.2623106639511111,17.52460497222222,101295.24907638888,False,False,1.5476478434872514,False,0.6689523107912945,1.606033259700233,True,771.4165
Mpanda,2013,4,1.7566666666666668,11.18,20.42,11.446666666666664,286.8,RWEGURA,RWEGURA,grid_m3.00_29.50,18.42425508333337,13.745570000000043,26.264760000000024,403.17487667198,-0.3632858059576389,-0.1612787456958333,15.7810611388889,101478.3577361111,False,False,0.6181210600568109,False,0.6751129576152766,1.7566666666666668,False,771.4165
Jiji,2013,4,1.1783333333333337,,21.396666666666665,11.77,218.6,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.269249666666667,15.802360000000022,25.108180000000004,241.48178138408,-0.4564878460770417,0.3271666208493472,16.96055887500006,101473.7683472222,False,False,0.7469623692808592,False,0.6474723436039445,1.1783333333333337,False,771.4165
Nyamagana,2013,5,1.1054838709677424,,31.17741935483871,17.541379310344826,45.6,MPARAMBO,MPARAMBO,grid_m3.00_29.25,21.80699459677425,15.002340000000004,29.07015000000001,13.26704024694,0.4357317026259408,0.633700236808199,14.951408709677423,101439.93715725809,False,False,2.186850324850525,False,0.6354761182914721,1.1054838709677424,False,771.4416666666666
Rusizi,2013,5,2.48,,29.729032258064525,19.677419354838708,37.8,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,22.965893293010765,15.911800000000028,30.201000000000025,8.01753997482,1.4967327315524197,0.6325622264153226,15.51563103494624,101407.2264919355,False,False,1.5043629271954442,False,0.621191787115366,2.48,False,771.4416666666666
Kaburantwa,2013,5,1.1529032258064515,0.21,31.17741935483871,17.541379310344826,45.6,MPARAMBO,MPARAMBO,grid_m3.00_29.25,21.80699459677425,15.002340000000004,29.07015000000001,13.26704024694,0.4357317026259408,0.633700236808199,14.951408709677423,101439.93715725809,False,False,2.207813552612297,False,0.7339237126076875,1.1529032258064515,False,771.4416666666666
Mulembwe,2013,5,1.9935483870967745,5.51,21.0,10.7,74.89999999999999,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.50,21.281643158602208,17.264370000000042,24.96328,369.07768271866,0.0111304657470268,0.413950048515457,18.424999529569902,101454.60232526882,False,False,0.3376177859350189,False,0.5771926657956975,1.9935483870967745,False,771.4416666666666
Mutimbuzi,2013,5,,6.09,29.729032258064525,19.677419354838708,37.8,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,22.965893293010765,15.911800000000028,30.201000000000025,8.01753997482,1.4967327315524197,0.6325622264153226,15.51563103494624,101407.2264919355,False,False,1.5476478434872514,False,0.6655002258153525,1.6612075998203757,True,771.4416666666666
Mpanda,2013,5,1.4429032258064516,2.76,20.0,11.116129032258064,128.4,RWEGURA,RWEGURA,grid_m3.00_29.50,18.370337083333368,12.16840000000002,25.32113000000004,177.914619682,-0.904412628198656,-0.0348132347573924,14.3257471236559,101574.20147849464,False,False,0.6181210600568109,False,0.6263406641825795,1.4429032258064516,False,771.4416666666666
Nyengwe,2013,5,0.6329032258064513,3.47,29.3741935483871,19.812903225806448,13.3,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.25_29.50,23.03465423387098,20.971580000000017,25.38815,276.99661278266,0.8452920406588171,0.1596277092790322,19.29802549731187,101383.92389784944,False,False,0.3658537084356579,False,0.7421775733103225,0.6329032258064513,False,771.4416666666666
Nyakagunda,2013,5,0.5716129032258059,,31.17741935483871,17.541379310344826,45.6,MPARAMBO,MPARAMBO,grid_m2.75_29.00,20.29711860215059,12.972340000000033,27.38250000000005,31.33535385476,-1.4628094910147849,1.0087264883629032,12.785448575268845,101500.04821908602,False,False,1.9960780806672505,False,0.7258068579499125,0.5716129032258059,False,771.4416666666666
Buzimba,2013,5,0.4761290322580647,5.51,29.3741935483871,19.812903225806448,13.3,NYANZA LAC (IRAT),NYANZA LAC (IRAT),grid_m4.00_29.50,21.281643158602208,17.264370000000042,24.96328,369.07768271866,0.0111304657470268,0.413950048515457,18.424999529569902,101454.60232526882,False,False,0.2550133648657899,False,0.5948129015634465,0.4761290322580647,False,771.4416666666666
Jiji,2013,5,0.8893548387096775,,21.0,10.7,74.89999999999999,MPOTA (Tora),MPOTA (Tora),grid_m4.00_29.75,19.46004696236565,15.68960000000004,24.492700000000013,123.90708885356,-1.2478174185700268,0.3262103703965053,15.219002607526932,101572.15139784946,False,False,0.7469623692808592,False,0.7590799126837825,0.8893548387096775,False,771.4416666666666
Mpanda,2013,6,1.2043333333333337,0.9,20.96333333333333,9.736666666666666,0.0,RWEGURA,RWEGURA,grid_m3.00_29.50,18.61332673611116,11.364250000000029,26.28134,22.84908282294,-0.3778565719194444,0.5475255537177778,11.806119291666676,101564.87111111112,False,False,0.6181210600568109,False,0.5206710759198875,1.2043333333333337,False,771.238
Mutimbuzi,2013,6,,1.74,29.816666666666663,17.586666666666666,0.0,BUJUMBURA (Aeroport),BUJUMBURA (Aeroport),grid_m3.25_29.25,23.319641680555605,14.287440000000004,30.381860000000017,1.93023678148,0.9769733430419444,1.2898269861774028,14.2073075277778,101420.69592361111,False,False,1.5476478434872514,False,0.55987965294813,1.2142825438053038,True,771.238
